misc/nupdates,misc/total_timesteps,fps,eprewmean,loss/policy_entropy,loss/policy_loss,loss/value_loss
800,288360,663,0.3279125700000003,1.3950371503829957,-0.001690642163157463,3.024869364500046
820,295560,663,-1.6721824799999994,1.3942015171051025,-0.01565175175201148,6.565801483392716
840,302760,663,-3.7157300699999998,1.3929423332214355,-0.0052533595822751526,0.44217634201049805
860,309960,663,-1.7622901999999998,1.3931116461753845,-0.007504249177873135,4.850436705350876
880,317160,664,-3.34683831,1.3918619871139526,-0.006730548292398453,8.60477590560913
900,324360,665,-2.5023565899999998,1.391251266002655,0.005925721116364002,6.027405959367752
920,331560,664,-2.5377468000000003,1.3915735602378845,0.0042084608227014545,24.10708065032959
940,338760,664,-1.1810009199999993,1.3915828824043275,0.0023361116647720335,3.2091761410236357
960,345960,665,-4.021421130000001,1.3916446447372437,0.00961117222905159,9.663769543170929
980,353160,667,-0.6899545699999997,1.3914093375205994,0.0023915965110063555,6.3485295414924625
1000,360360,669,-2.1653138299999997,1.3905949234962462,-0.002918868139386177,13.179120033979416
1020,367560,670,-2.5430354300000007,1.390835165977478,-0.005293158069252968,3.458634448051453
1040,374760,672,-2.2498101900000003,1.3904008269309998,-0.006247709505259991,7.745453977584839
1060,381960,672,-6.768388429999999,1.3901089787483216,-0.0024846307933330536,6.011775696277619
1080,389160,673,-5.3127711600000005,1.3895346403121949,-0.000534452497959137,20.894776344299316
1100,396360,674,-5.32340761,1.3891228437423706,-0.0005704905837774277,7.554213255643845
1120,403560,676,-5.978812390000002,1.3879062414169312,-0.008634257316589355,3.5223970234394075
1140,410760,671,-2.4316922299999995,1.3882283210754394,-0.004169667884707451,24.02208604812622
1160,417960,672,1.8997736500000002,1.3886634826660156,0.006843438372015953,10.953814899921417
1180,425160,671,-1.1339447600000003,1.3889775276184082,-0.005462941899895668,13.204600882530212
1200,432360,671,-2.4083516600000006,1.3890845060348511,-0.0019663035869598388,8.735595655441283
1220,439560,673,-3.0915958199999993,1.3885344386100769,0.004238668794278056,8.720557641983032
1240,446760,672,-3.7915142599999996,1.387845230102539,-0.008142110332846642,4.502034467458725
1260,453960,674,-1.61390394,1.387563133239746,-0.0008220270276069642,6.367237257957458
1280,461160,673,-2.9006376599999997,1.3882551074028016,-0.004490860551595688,3.5669844150543213
1300,468360,674,0.26816026999999987,1.3870301127433777,0.0004870559321716428,4.860737133026123
1320,475560,675,0.09601184000000039,1.3872469902038573,0.00648090336471796,7.757172214984894
1340,482760,675,-1.9704313,1.3858242750167846,-0.0047081558033823965,1.3681204438209533
1360,489960,676,-2.6076752400000003,1.385827100276947,-1.0435283184051513e-05,3.1616328954696655
1380,497160,677,-4.04227577,1.3848722338676454,0.008126951567828656,3.1211509108543396
1400,504360,677,-5.265448780000001,1.384140682220459,-0.0014796656905673444,7.236937344074249
1420,511560,677,-1.5859031799999996,1.3832694172859192,-0.0035194762051105498,9.945957762002944
1440,518760,678,-2.5629587499999995,1.3830685138702392,-0.002260179631412029,8.347564029693604
1460,525960,678,-3.6037125999999997,1.3833473443984985,0.0066102310083806515,13.572325468063354
1480,533160,678,0.05318385000000006,1.3827605843544006,-0.002569003403186798,3.8316228210926058
1500,540360,680,-1.0057274200000001,1.3822408437728881,-0.008564387261867524,9.407157307863235
1520,547560,680,-0.82742576,1.3822239756584167,0.0003703378140926361,2.7718890070915223
1540,554760,680,-1.6688671899999994,1.3824493050575257,0.00046430379152297976,7.020943427085877
1560,561960,681,-0.97410333,1.3816807389259338,-0.001796182245016098,13.154862451553345
1580,569160,682,0.41938939999999986,1.3823075890541077,-3.234855830669403e-06,9.118025040626526
1600,576360,682,-2.3436146000000004,1.381830096244812,-0.005567442625761032,11.81115364432335
1620,583560,682,-3.0615975799999995,1.3807184815406799,-0.005422213673591613,10.231035602092742
1640,590760,681,-0.022853930000000168,1.3806749820709228,0.003048480208963156,5.850483369827271
1660,597960,682,-3.660738899999999,1.3799190044403076,-0.0028959757182747126,5.3904385447502134
1680,605160,683,0.26815939,1.3786030054092406,-0.0035186011344194414,3.4894644916057587
1700,612360,683,0.47001185999999967,1.3781288981437683,0.0009059647913090884,6.419981262087822
1720,619560,683,2.7746686599999992,1.3764926314353942,-0.0016871903091669083,10.450089359283448
1740,626760,684,-1.0104127600000001,1.3765698194503784,-0.006956527917645871,4.673712491989136
1760,633960,684,0.7805541599999997,1.3752803325653076,-0.00868266448378563,5.301156467199325
1780,641160,684,-1.5016079799999997,1.3759111285209655,-0.005218853987753391,27.982567691802977
1800,648360,685,-4.4512791499999995,1.376140058040619,0.002220308780670166,22.024839878082275
1820,655560,686,-3.081916529999999,1.3761848211288452,-0.005447864159941673,4.873756235837936
1840,662760,687,-0.10670304000000087,1.3759471654891968,-0.02171063808200415,8.944428753852844
1860,669960,688,3.4517190600000003,1.374608850479126,-0.003247489733621478,4.163895094394684
1880,677160,688,3.0231271399999997,1.374576163291931,-0.0033469997346401215,5.769620952010155
1900,684360,689,1.14461381,1.374231743812561,0.007625969126820564,3.98300421833992
1920,691560,690,-1.3516941599999996,1.3735806584358214,-0.007591315777972341,13.034272825717926
1940,698760,690,-2.2436068500000004,1.373721754550934,0.0023523651994764804,4.994527459144592
1960,705960,690,-0.9490790400000008,1.373358166217804,7.502660155296325e-05,22.975170421600343
1980,713160,691,-0.39160448000000014,1.3724562048912048,0.002570603787899017,12.430498868227005
2000,720360,691,-1.83041945,1.3724502801895142,-0.00036220625042915344,10.974007177352906
2020,727560,692,0.3938109000000005,1.3715334773063659,-0.005507906712591648,7.957742455601692
2040,734760,692,-3.06166755,1.3704967498779297,0.001942433789372444,18.745412635803223
2060,741960,692,-0.14351000999999985,1.3694167017936707,-0.0019066832959651948,23.235964488983154
2080,749160,692,-1.61445329,1.3693050265312194,-0.0008594751358032227,14.82664976119995
2100,756360,692,0.2971398599999999,1.3689210414886475,-0.005783635377883911,7.289928787946701
2120,763560,692,1.0157059699999997,1.3691354393959045,-0.0045868270099163055,2.218893453478813
2140,770760,692,2.8123177800000003,1.36795973777771,-0.0023483198136091234,10.297122287750245
2160,777960,693,4.569795519999999,1.3670211434364319,0.002841532975435257,9.286525905132294
2180,785160,694,3.8571630999999997,1.3666776537895202,-0.00033593401312828066,7.773961234092712
2200,792360,694,0.1610462799999997,1.3662968158721924,0.001900094747543335,8.887737965583801
2220,799560,695,0.33567314000000015,1.3666789174079894,-0.00324200838804245,4.029828567802906
2240,806760,695,-0.60139731,1.3657734632492065,-0.006169778108596802,6.866598135232925
2260,813960,695,-1.7659777499999998,1.3654442071914672,-0.006964383088052273,9.92796778678894
2280,821160,695,-2.55153432,1.3632244348526001,-0.015355773456394672,0.28097000569105146
2300,828360,695,-0.9370589999999995,1.362473237514496,-0.0024239640682935716,0.9364585265517235
2320,835560,695,-0.5043830999999998,1.3606634616851807,-0.005612773448228836,6.417342928051949
2340,842760,695,5.112098259999999,1.3607055783271789,-0.004722289741039276,8.72621817588806
2360,849960,695,6.8959501,1.3590734601020813,-0.003130020387470722,39.41792583465576
2380,857160,695,3.7123470999999997,1.360133445262909,-0.007623281329870224,0.903431336581707
2400,864360,695,1.0805161799999998,1.3594056129455567,0.0008314594626426697,7.173568254709243
2420,871560,696,4.310370420000001,1.3579103469848632,-0.01323204762302339,1.0853663861751557
2440,878760,695,1.2735301799999998,1.357971155643463,0.0016116872429847717,15.995491409301758
2460,885960,695,0.57558112,1.3571951031684875,-0.0010718397796154022,5.6448848962783815
2480,893160,696,3.3892213499999992,1.3569151163101196,0.0029043927788734436,6.081818851828575
2500,900360,697,2.39517314,1.3564473748207093,0.00014567822217941283,5.90158793926239
2520,907560,697,3.440816030000001,1.3553552508354187,-0.005821578204631805,1.3106547385454177
2540,914760,698,0.13234482000000017,1.3553251028060913,0.008909147698432207,11.85979242324829
2560,921960,698,4.74615497,1.354498267173767,-0.001411762833595276,7.78201713860035
2580,929160,699,6.17933419,1.3545746564865113,0.0010744877159595489,2.534235692024231
2600,936360,699,4.921949610000001,1.3538572192192078,-0.0038661538157612084,5.856517243385315
2620,943560,699,-0.60284137,1.3541193962097169,-0.0041310878470540045,30.163576316833495
2640,950760,699,-0.09188084000000021,1.3545414090156556,-0.012383598089218139,23.53418633937836
2660,957960,699,4.4878611,1.3545144081115723,-0.0053411368280649185,5.210013508796692
2680,965160,700,0.74869046,1.354233741760254,-0.0019323792308568954,7.748219835758209
2700,972360,700,2.151296509999999,1.3530283093452453,0.0015378158539533615,11.729953598976135
2720,979560,700,6.610378749999998,1.3530768036842347,-0.0018746107816696167,5.62664761543274
2740,986760,700,4.69408176,1.3522197604179382,-0.0026751782745122908,17.136206996440887
2760,993960,700,3.3997209699999997,1.3517109632492066,0.004518177360296249,20.4031418800354
2780,1001160,700,3.26989915,1.3523712873458862,-0.00166621096432209,8.141519570350647
2800,1008360,700,3.4048434299999997,1.35249183177948,-0.001197078824043274,5.456593179702759
2820,1015560,700,3.3748734300000005,1.3515371322631835,-0.00402371371164918,13.783790969848633
2840,1022760,701,5.62573372,1.3504447937011719,0.006316527351737022,14.813076663017274
2860,1029960,701,1.73983068,1.3496933341026307,0.004558629915118217,6.7997839719057085
2880,1037160,701,2.950548679999999,1.3484580755233764,-0.005781243741512299,11.89362735748291
2900,1044360,702,5.06080086,1.3478633165359497,0.0009801872074604034,15.403786540031433
2920,1051560,702,0.69970413,1.347235882282257,-0.008411813247948884,9.020693469047547
2940,1058760,702,1.71616753,1.3467806339263917,-0.004135163594037294,5.707487154006958
2960,1065960,703,5.807432420000001,1.345831608772278,-0.008670827746391297,6.41156280040741
2980,1073160,703,3.00422386,1.3451858639717102,-0.007855450734496117,7.073468291759491
3000,1080360,703,4.179445,1.3458215355873109,-0.0066402658820152284,2.622870737314224
3020,1087560,704,5.620957289999999,1.3463967323303223,-0.004438000870868564,15.00938549041748
3040,1094760,704,2.71193442,1.3466281175613404,-0.0006158702075481415,12.331714630126953
3060,1101960,705,3.9557755700000015,1.3452598452568054,-0.004036636650562286,15.145363688468933
3080,1109160,705,4.537815790000001,1.3447985887527465,0.0022831112146377563,17.64546799659729
3100,1116360,706,3.548445539999999,1.3441438794136047,-0.003839171305298805,8.67930223941803
3120,1123560,706,11.395802669999998,1.343128752708435,-0.005324198305606842,16.5098557472229
3140,1130760,707,7.247336259999998,1.34268057346344,-0.005671954154968262,10.110870122909546
3160,1137960,707,8.92854081,1.3412320137023925,0.008463944494724273,8.614200735092163
3180,1145160,707,3.6320461699999997,1.3404577136039735,-0.006967442110180855,8.508164656162261
3200,1152360,708,2.71986644,1.3387062072753906,0.005453485250473023,4.197997710108757
3220,1159560,708,4.243412279999999,1.3380919337272643,-0.006488615274429321,5.955765753984451
3240,1166760,709,3.531933349999999,1.3378822445869445,-0.0024644739925861357,8.281641268730164
3260,1173960,709,4.107518860000001,1.3366804480552674,-0.005698592715634732,18.530284190177916
3280,1181160,710,6.115793109999999,1.3368284821510314,-0.007115349173545837,8.688976454734803
3300,1188360,710,7.59763747,1.3357832431793213,0.002189519256353378,7.0367754936218265
3320,1195560,710,8.293708239999999,1.3347906827926637,0.009115522354841232,10.964877313375473
3340,1202760,711,8.859798390000002,1.3343467593193055,-0.01187124541029334,1.9784699201583862
3360,1209960,711,7.698384679999999,1.3332865357398986,0.007492239068960771,16.904315853118895
3380,1217160,711,7.074652789999999,1.3328464865684508,-0.0016619712114334106,11.997250866889953
3400,1224360,712,7.7542579499999995,1.3330112099647522,-0.0009385645389556885,10.921303272247314
3420,1231560,712,12.391164480000002,1.3317333221435548,-0.00544063001871109,2.4361358284950256
3440,1238760,712,5.301385710000001,1.3317532420158387,-0.003726421296596527,31.051016902923585
3460,1245960,713,5.45810444,1.331797480583191,-0.005879635736346245,21.888764095306396
3480,1253160,713,11.018644429999997,1.33256539106369,-0.002171349013224244,3.959989297389984
3500,1260360,713,5.188078880000001,1.332036519050598,0.0035385843133553863,19.92814447879791
3520,1267560,714,5.11375496,1.3321152687072755,-0.0057309424504637715,14.50127683877945
3540,1274760,714,10.56481777,1.3306646823883057,-8.474588394165039e-05,8.51657909154892
3560,1281960,714,8.139731439999998,1.330320906639099,-0.015425697946920992,14.567208367586137
3580,1289160,714,10.09253859,1.329892873764038,0.002799855172634125,28.76374670267105
3600,1296360,715,8.26122116,1.3292322635650635,0.00581197515130043,32.15201873779297
3620,1303560,715,6.26058026,1.3294549584388733,-0.0056249829940497875,11.530225825309753
3640,1310760,715,6.3179608599999995,1.328907060623169,-0.0008819509297609329,7.674031448364258
3660,1317960,716,9.5597665,1.3284643054008485,0.009375386685132981,22.276613700389863
3680,1325160,716,7.530591739999998,1.327958917617798,-0.005240118410438299,8.085473382472992
3700,1332360,716,8.667310679999998,1.327033281326294,-0.006365332007408142,10.232864063978194
3720,1339560,716,8.358590280000001,1.3254119873046875,-0.005179168260656297,22.096599578857422
3740,1346760,717,8.89294526,1.3251952171325683,-0.002157492935657501,9.708473789691926
3760,1353960,717,6.741950879999998,1.3248199224472046,0.002408483438193798,8.940769004821778
3780,1361160,717,5.85721609,1.3248051762580872,-0.0022056356072425844,14.147015869617462
3800,1368360,717,7.17742282,1.324451744556427,0.007846289593726397,7.192687618732452
3820,1375560,718,11.07189891,1.3241034746170044,-0.008856578171253205,11.822859287261963
3840,1382760,718,10.676768470000003,1.3239537715911864,-0.0056985199451446535,13.391339242458344
3860,1389960,718,6.6277743099999995,1.323980975151062,-0.0006706781685352325,20.561290884017943
3880,1397160,718,7.150572669999999,1.3231587529182434,-0.00698971301317215,50.79468250274658
3900,1404360,718,10.11496623,1.322865402698517,-0.002089044451713562,30.22862253189087
3920,1411560,719,9.954451350000001,1.322823703289032,0.0016139745712280273,10.73305681347847
3940,1418760,719,12.62423932,1.3215966463088988,0.0011452067643404006,16.57281564474106
3960,1425960,719,10.536755789999999,1.3214070320129394,-0.0067508935928344725,15.317947995662688
3980,1433160,719,5.226810990000001,1.3213303923606872,0.002173374406993389,27.759042024612427
4000,1440360,719,10.05083331,1.3206807494163513,-0.009541989449644461,2.0860873460769653
4020,1447560,719,8.776109450000002,1.3201850175857544,-0.0038181927520781755,6.7427435457706455
4040,1454760,720,8.37674721,1.319805634021759,-0.0007007971405982971,12.81420875787735
4060,1461960,720,6.2171391300000005,1.3195598602294922,0.0018845401704311372,7.162278720736504
4080,1469160,720,8.5162736,1.319065523147583,-0.0023311907425522804,3.251440405845642
4100,1476360,720,6.2802834899999995,1.319399631023407,-0.007457928825169801,12.301447200775147
4120,1483560,720,4.79298678,1.3188312292098998,-0.008558913320302963,8.195703566074371
4140,1490760,721,8.28073903,1.317517340183258,-6.273072212934495e-05,5.573790270090103
4160,1497960,721,8.162260700000001,1.3162363409996032,-0.004091104865074158,17.033167827129365
4180,1505160,721,8.375876709999998,1.3158399939537049,-0.005352171137928963,13.483156049251557
4200,1512360,721,4.473559560000001,1.3161676526069641,-0.0032968908548355103,9.223143446445466
4220,1519560,721,10.31332717,1.3158279418945313,-0.0016332780942320824,8.31174185872078
4240,1526760,721,7.175980699999999,1.3162669777870177,0.0029935586731880902,42.531555843353274
4260,1533960,721,14.307559000000003,1.3154133796691894,0.014471925795078278,11.04763404726982
4280,1541160,722,10.3475689,1.3150839328765869,-0.004951637517660856,23.628740704059602
4300,1548360,722,6.86202758,1.3156599164009095,-0.004536830633878708,31.14227294921875
4320,1555560,722,10.126889060000002,1.3161257743835448,-0.005649135261774063,18.00958080291748
4340,1562760,722,9.47932127,1.3156052589416505,0.0029686466790735722,23.21842517852783
4360,1569960,722,8.555738589999999,1.3161877155303956,-0.0013416137546300888,33.2859766960144
4380,1577160,722,11.983672009999998,1.3158536434173584,0.006009623408317566,21.309406453371047
4400,1584360,722,10.157714180000001,1.3155086278915404,0.0018739649094641209,17.225798177719117
4420,1591560,722,10.63577657,1.3163301825523377,-0.001355154812335968,1.1407347440719604
4440,1598760,723,11.318764219999998,1.3156627535820007,-0.007402199506759644,23.809864592552184
4460,1605960,723,12.233276520000004,1.3151423335075378,-0.009640127047896385,1.3403473198413849
4480,1613160,723,11.33558493,1.314634871482849,-0.008800695091485978,0.6861395061016082
4500,1620360,723,7.990689079999999,1.314481520652771,-0.004674345091916621,4.885341411828994
4520,1627560,723,6.858634489999999,1.3142587065696716,0.00196513831615448,21.1270270884037
4540,1634760,723,9.832359349999999,1.3150676250457765,-0.0003623325377702713,15.265719103813172
4560,1641960,723,12.54790755,1.314982795715332,0.0010141342878341674,23.15031123161316
4580,1649160,723,12.352151960000004,1.314863669872284,-0.006858070194721222,12.879956459999084
4600,1656360,724,12.228649279999999,1.315218484401703,-0.01049332246184349,1.5165414988994599
4620,1663560,724,9.93934783,1.3150085091590882,0.002332531474530697,27.101848077774047
4640,1670760,724,12.662952650000001,1.3150817155838013,-0.0034717805683612823,13.37308776974678
4660,1677960,724,11.673475719999999,1.3144869089126587,-0.0016760475933551787,13.010226798057555
4680,1685160,724,12.394591840000002,1.314426350593567,0.015465557388961316,12.725170636177063
4700,1692360,724,9.17010254,1.3143550634384156,-0.001581774652004242,6.9677575588226315
4720,1699560,724,8.41697449,1.3143270134925842,-0.0010305754840373993,2.5551574915647506
4740,1706760,724,11.75640515,1.3130576252937316,0.00022519752383232117,17.452404659986495
4760,1713960,724,10.34136921,1.3141600370407105,-0.003957262635231018,26.722743248939516
4780,1721160,724,13.112168540000003,1.3149912714958192,-0.007376653514802456,3.508323210477829
4800,1728360,724,9.116178399999999,1.3140544295310974,-0.002800561487674713,4.535011756420135
4820,1735560,725,9.5800159,1.3126702547073363,-0.0038201309740543365,13.213012725114822
4840,1742760,725,7.7357710299999995,1.3128733038902283,0.01083076260983944,37.983018684387204
4860,1749960,725,9.0296087,1.3124383687973022,-0.0043495621532201765,20.840850359201433
4880,1757160,725,13.304965960000002,1.312253963947296,0.004559173248708248,31.733313941955565
4900,1764360,725,9.01896667,1.3126496195793151,-0.008053215965628625,9.486341762542725
4920,1771560,725,11.958039199999998,1.3121397614479064,-0.0008384004235267639,16.597075510025025
4940,1778760,725,10.356627900000001,1.3122239708900452,-0.0030894980765879152,8.481287682056427
4960,1785960,725,11.945696499999999,1.3113700866699218,0.0007008746266365051,2.056098163127899
4980,1793160,725,14.910546269999998,1.3104040265083312,-0.005557572282850742,31.863721561431884
5000,1800360,725,11.44972064,1.3107245326042176,-0.008011221885681152,12.009217730164528
5020,1807560,725,11.643808230000005,1.3109121203422547,0.0018687665462493897,7.378809145092964
5040,1814760,725,12.641716269999996,1.3116991758346557,-0.006137128174304962,9.904242157936096
5060,1821960,725,12.7598937,1.3121090173721313,0.0001842804253101349,5.970338046550751
5080,1829160,725,10.215648780000002,1.3117931485176086,-0.0035158809274435042,21.378760409355163
5100,1836360,726,13.311234859999999,1.3119553446769714,-0.003276435285806656,2.8032993257045744
5120,1843560,726,11.333844019999999,1.3115402817726136,-0.006555871292948723,10.125142526626586
5140,1850760,726,10.99259218,1.3118727803230286,0.00316544696688652,5.679738420248031
5160,1857960,726,10.992927970000004,1.3107548594474792,-0.008737823367118836,10.026284790039062
5180,1865160,726,15.859768939999999,1.3110026001930237,-0.00860787220299244,6.831930804252624
5200,1872360,726,13.847091769999999,1.311616098880768,-0.0023547090590000153,11.424360358715058
5220,1879560,726,11.286833979999999,1.312393069267273,-0.0064491450786590574,7.77139298915863
5240,1886760,726,11.63897983,1.3124228835105896,-0.013289331644773483,4.393327689170837
5260,1893960,726,13.821528379999997,1.3129650354385376,0.0025058820843696593,27.062183094024657
5280,1901160,726,10.184019589999998,1.3137084126472474,-0.007889496337156743,26.63745323419571
5300,1908360,726,11.003209070000002,1.313044798374176,-0.009644865244626998,7.429251778125763
5320,1915560,726,10.541646019999996,1.3131574153900147,-0.001882776664569974,68.7712833404541
5340,1922760,726,10.6892463,1.3131532669067383,-0.017297475039958952,14.839512893557549
5360,1929960,726,15.99594116,1.3133032321929932,-0.0055687959305942055,2.9717124581336973
5380,1937160,726,10.697587669999997,1.3131261825561524,0.005802512587979436,25.917136478424073
5400,1944360,726,10.31270541,1.312747597694397,-0.0143614511936903,4.736781513690948
5420,1951560,726,11.931049379999997,1.31325660943985,-0.002005822630599141,21.204863452911376
5440,1958760,726,13.602459309999997,1.3118871688842773,-0.0067835554480552675,18.30138976573944
5460,1965960,726,15.411913289999998,1.3105019450187683,-0.013544537127017975,7.761053884029389
5480,1973160,726,11.403832059999997,1.3102067351341247,-0.006791235751006752,7.598477667570114
5500,1980360,726,13.56030044,1.3101730585098266,-0.000641298433765769,12.850446304678917
5520,1987560,726,14.092255230000003,1.3102396130561829,-0.0085172307677567,14.215347576141358
5540,1994760,726,10.557786199999999,1.3104857683181763,0.0030427150428295135,8.203714418411256
5560,2001960,726,10.9594763,1.3112260222434997,-0.0090062215924263,18.122607135772704
5580,2009160,726,12.263492860000001,1.3117008090019227,0.001969981621368788,16.382440304756166
5600,2016360,726,11.93835693,1.3112530350685119,0.0034888887661509217,11.496895265579223
5620,2023560,726,18.204467800000003,1.3114663720130921,0.0028839804232120513,18.958511424064636
5640,2030760,726,12.231851979999998,1.309870147705078,-0.0001107584685087204,29.569096946716307
5660,2037960,726,11.283110469999997,1.3091796875,-0.0008617468178272247,15.051422291994095
5680,2045160,726,12.949386890000003,1.3080464839935302,-0.01061428040266037,9.543936318159103
5700,2052360,726,13.919144829999999,1.307352602481842,-0.004097303515300155,1.623079353570938
5720,2059560,726,17.801592579999998,1.3068505883216859,0.012666553258895874,35.69290256500244
5740,2066760,726,12.259423989999998,1.3074119210243225,0.002706124633550644,35.06865348815918
5760,2073960,726,15.69325558,1.3087273001670838,-0.00012623108923435212,30.56213731765747
5780,2081160,726,13.91234791,1.3087393641471863,-0.012678983062505722,1.1533522188663483
5800,2088360,727,16.039060630000005,1.3090110898017884,-0.0008572755381464958,15.082952451705932
5820,2095560,727,10.47622337,1.3080381989479064,0.002075603324919939,15.690881383419036
5840,2102760,727,11.64599529,1.3068375945091248,0.0017402954399585724,10.209602761268616
5860,2109960,726,11.474902259999999,1.306674098968506,-0.01089175920933485,31.005708694458008
5880,2117160,726,11.902122820000002,1.3063732862472535,-0.004426243901252747,13.537152373790741
5900,2124360,726,8.75641703,1.3076402306556703,0.0016676999628543853,35.253678226470946
5920,2131560,726,13.68608746,1.3077611207962037,-0.0028005716856569053,23.915015333890913
5940,2138760,726,16.22975593,1.3074968338012696,-0.005530618131160736,15.960892796516418
5960,2145960,726,9.758031189999999,1.308270561695099,4.8176944255828856e-05,18.6240433216095
5980,2153160,726,10.385656430000001,1.3083162665367127,0.0058556744828820225,16.034386348724365
6000,2160360,726,10.318551020000003,1.3077795147895812,-0.005009918659925461,12.980143147706986
6020,2167560,726,13.944121690000005,1.307916796207428,0.011607658490538597,26.431199836730958
6040,2174760,726,13.951930990000003,1.3084900021553039,-0.008514377102255822,11.851898530125618
6060,2181960,726,10.975380729999998,1.3088990330696106,-0.010773026943206787,9.220879542827607
6080,2189160,726,11.45132275,1.3081414580345154,0.0006265804171562195,30.449814760684966
6100,2196360,726,11.169513049999999,1.3089467406272888,0.005679302290081978,18.730211639404295
6120,2203560,726,9.723235970000001,1.3085025787353515,0.001780352182686329,47.412258577346805
6140,2210760,726,10.471530870000004,1.3071473002433778,-0.0028664276003837587,19.085790091753005
6160,2217960,726,12.589398210000002,1.3070882916450501,0.0011722431285306812,37.73262042999268
6180,2225160,726,12.782089929999998,1.3068732500076294,-0.00627132486552,11.919785106182099
6200,2232360,726,13.26186853,1.306879723072052,0.0021730318665504457,18.74193892478943
6220,2239560,726,12.948462379999999,1.306764054298401,-0.004457205347716808,7.690735721588135
6240,2246760,726,12.230943629999999,1.3064142346382142,0.01581248827278614,14.637160152196884
6260,2253960,726,10.09433628,1.3066776514053344,-0.002279268205165863,38.78320345878601
6280,2261160,726,11.527929190000002,1.3057982563972472,0.012419493868947029,13.114388060569762
6300,2268360,726,8.19173849,1.304183053970337,-0.0018206430599093438,20.875918006896974
6320,2275560,726,14.53644912,1.3033087253570557,0.007726997917052359,60.82816123962402
6340,2282760,726,9.32081432,1.3030858039855957,0.005163667106535286,29.47822799682617
6360,2289960,726,11.000541940000003,1.3023573398590087,0.0015685975551605225,25.722564888000488
6380,2297160,726,10.726173260000003,1.3018001914024353,-0.007995637506246567,20.50488748550415
6400,2304360,726,10.202036599999996,1.3006956338882447,0.01704465299844742,45.24488201141357
